Player,Nationality,Team,Position,Age,Comp Level,Games,Games Starts,Minutes,Minutes 90S,Goals_Per90,Assists_Per90,Goals Pens_Per90,Pens Made_Per90,Pens Att_Per90,Cards Yellow_Per90,Cards Red_Per90,Xg_Per90,Npxg_Per90,Passes Completed_Per90,Passes_Per90,Passes Pct_Per90,Passes Total Distance_Per90,Passes Progressive Distance_Per90,Passes Completed Short_Per90,Passes Short_Per90,Passes Pct Short_Per90,Passes Completed Medium_Per90,Passes Completed Long_Per90,Passes Long_Per90,Passes Pct Long_Per90,Assisted Shots_Per90,Passes Into Final Third_Per90,Passes Into Penalty Area_Per90,Crosses Into Penalty Area_Per90,Progressive Passes_Per90,Shots On Target_Per90,Shots On Target Pct_Per90,Goals Per Shot_Per90,Goals Per Shot On Target_Per90,Average Shot Distance_Per90,Shots Free Kicks_Per90,Npxg Per Shot_Per90,Xg Net_Per90,Npxg Net_Per90,Passes Live_Per90,Passes Dead_Per90,Passes Free Kicks_Per90,Through Balls_Per90,Passes Switches_Per90,Crosses_Per90,Corner Kicks Straight_Per90,Throw Ins_Per90,Passes Offsides_Per90,Passes Blocked_Per90,Sca_Per90,Sca Passes Live_Per90,Sca Passes Dead_Per90,Sca Dribbles_Per90,Sca Shots_Per90,Sca Fouled_Per90,Sca Defense_Per90,Gca_Per90,Gca Passes Live_Per90,Gca Passes Dead_Per90,Gca Dribbles_Per90,Gca Shots_Per90,Gca Fouled_Per90,Gca Defense_Per90,Tackles_Per90,Tackles Won_Per90,Tackles Def 3Rd_Per90,Tackles Mid 3Rd_Per90,Tackles Att 3Rd_Per90,Dribble Tackles_Per90,Dribbles Vs_Per90,Dribble Tackles Pct_Per90,Dribbled Past_Per90,Blocks_Per90,Blocked Shots_Per90,Blocked Passes_Per90,Interceptions_Per90,Tackles Interceptions_Per90,Clearances_Per90,Errors_Per90,Touches_Per90,Touches Def Pen Area_Per90,Touches Def 3Rd_Per90,Touches Mid 3Rd_Per90,Touches Att 3Rd_Per90,Touches Att Pen Area_Per90,Touches Live Ball_Per90,Dribbles Completed_Per90,Dribbles_Per90,Dribbles Completed Pct_Per90,Miscontrols_Per90,Dispossessed_Per90,Passes Received_Per90,Progressive Passes Received_Per90
Jeremy Ebobisse, USA,San Jose,FW,24.0,MLS,34,34.0,2944,32.7,0.52,0.06,0.46,0.06,0.06,0.0,0.0,0.46,0.42,16.94,20.83,2.49,258.26,41.9,9.72,11.65,2.55,5.2,1.38,1.9,2.22,0.86,1.25,0.61,0.06,1.41,1.28,1.27,0.0,0.01,0.51,0.12,0.0,0.06,0.04,17.92,2.84,0.03,0.12,0.34,0.18,0.0,0.09,0.06,0.43,2.23,1.71,0.0,0.18,0.21,0.12,0.0,0.18,0.12,0.0,0.0,0.06,0.0,0.0,0.24,0.15,0.0,0.18,0.06,0.09,0.43,0.65,0.34,0.4,0.24,0.15,0.06,0.31,0.34,0.0,29.05,0.67,1.28,13.09,14.92,3.7,28.99,0.98,1.83,1.63,1.9,1.28,21.9,5.78
Jeremy Ngakia,ENG,Watford,DF,20.0,Premier League,16,9.0,903,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,32.2,44.2,7.29,548.8,253.5,14.7,17.5,8.4,13.9,2.6,6.1,4.26,0.4,3.7,0.7,0.3,2.6,0.0,0.0,0.0,0.0,2.72,0.0,0.0,-0.01,-0.01,35.2,8.7,0.6,0.1,0.1,2.5,0.0,7.8,0.3,1.5,1.6,0.8,0.4,0.0,0.1,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,3.1,1.8,2.3,0.5,0.3,1.1,2.6,4.23,1.5,1.1,0.4,0.7,1.2,4.3,3.2,0.0,55.7,4.1,23.2,22.2,11.0,0.2,55.7,0.9,1.7,5.29,1.0,0.5,25.9,0.6
Jeremy Sarmiento,ECU,Brighton,"FW,MF",19.0,Premier League,5,1.0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,140.0,312.0,74.0,16.0,24.0,133.4,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,60.0,0.0,4.0,18.0,40.0,2.0,60.0,2.0,8.0,50.0,8.0,2.0,38.0,10.0
Jeremy Toljan,GER,Sassuolo,DF,26.0,Serie A,20,15.0,1399,15.5,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.01,0.01,47.81,54.52,5.66,726.45,217.81,26.19,28.06,6.02,17.16,3.03,4.65,4.21,0.77,2.0,0.84,0.19,2.52,0.06,2.15,0.0,0.0,1.45,0.0,0.0,-0.01,-0.01,44.45,9.87,1.16,0.0,0.32,1.42,0.0,8.71,0.19,0.71,2.26,2.13,0.06,0.0,0.0,0.06,0.0,0.32,0.26,0.06,0.0,0.0,0.0,0.0,1.16,0.65,0.77,0.26,0.13,0.84,1.29,4.19,0.45,0.77,0.32,0.45,0.77,1.94,2.65,0.0,62.19,3.68,22.13,27.35,13.29,1.35,62.19,0.26,0.84,1.99,1.16,0.39,38.52,3.29
Jeremy van Mullem, NED,Sparta R'dam,MF,22.0,Eredivisie,12,5.0,579,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,19.53,30.94,9.86,355.16,163.28,8.44,12.97,10.17,7.66,2.97,5.94,7.81,0.0,3.12,0.16,0.0,3.12,0.0,0.0,0.0,0.0,3.62,0.0,0.01,-0.02,-0.02,30.16,0.47,0.16,0.0,0.16,0.62,0.0,0.0,0.31,0.47,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.41,1.25,0.94,0.31,1.41,3.59,6.11,2.19,1.25,0.16,1.09,1.72,4.22,2.97,0.0,46.09,4.84,15.94,25.47,4.84,0.0,46.09,0.62,1.56,6.25,2.19,0.62,19.69,0.47
Jeremías Ledesma,ARG,Cádiz,GK,28.0,La Liga,38,38.0,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,15.95,30.53,1.37,630.32,528.05,1.39,1.42,2.58,5.18,9.29,23.47,1.04,0.05,1.0,0.05,0.0,0.0,0.03,2.63,0.0,0.0,0.38,0.0,0.0,0.0,0.0,18.5,11.84,3.61,0.0,0.21,0.0,0.0,0.0,0.18,0.05,0.24,0.11,0.08,0.0,0.0,0.05,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.08,0.0,0.0,0.08,0.11,1.97,0.03,0.0,0.0,0.0,0.03,0.11,0.55,0.11,33.74,28.11,33.39,0.34,0.03,0.03,33.74,0.05,0.05,2.63,0.05,0.0,10.5,0.0
Jeriel Córdova, VEN,Boavista,"FW,MF",19.0,Primeira Liga,16,1.0,210,2.3,0.87,0.0,0.87,0.0,0.0,2.61,0.0,0.65,0.65,16.96,25.22,29.22,214.78,26.09,9.13,13.48,29.43,4.78,0.87,2.17,17.39,1.74,0.43,0.43,0.0,0.43,1.3,16.3,0.11,0.29,5.26,0.0,0.08,0.22,0.22,23.91,1.3,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.87,4.35,2.61,0.0,0.0,0.87,0.87,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,1.74,1.74,0.87,0.43,0.43,0.43,0.87,21.74,0.43,0.87,0.0,0.87,0.0,1.74,0.43,0.0,39.13,0.87,2.17,16.09,20.87,4.35,39.13,1.3,2.17,26.09,2.17,2.17,29.57,7.39
Jeroen Houwen, NED,Vitesse,GK,25.0,Eredivisie,15,15.0,1305,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,36.55,4.37,650.28,502.9,5.03,5.03,6.9,10.97,7.03,20.21,2.4,0.0,0.62,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76,9.66,2.0,0.0,0.14,0.0,0.0,0.0,0.14,0.07,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.14,38.28,32.83,37.93,0.34,0.0,0.0,38.28,0.0,0.0,0.0,0.07,0.0,17.31,0.0
Jeroen Zoet,NED,Spezia,GK,30.0,Serie A,7,7.0,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,33.71,10.9,648.57,434.43,5.29,5.29,14.29,12.71,7.71,15.57,7.07,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,10.14,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.14,14.29,0.0,0.0,0.0,0.0,0.0,0.14,0.57,0.0,36.86,33.71,36.86,0.0,0.0,0.0,36.86,0.0,0.0,0.0,0.14,0.0,15.71,0.0
Jerry St. Juste,NED,Mainz 05,DF,24.0,Bundesliga,8,7.0,604,6.7,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.13,34.03,44.18,11.49,658.21,264.48,12.84,15.67,12.22,15.52,4.93,8.36,8.79,0.45,2.24,0.6,0.15,1.94,0.45,3.73,0.01,0.05,2.64,0.15,0.01,0.01,0.01,41.79,2.39,2.24,0.0,0.15,0.9,0.0,0.0,0.0,0.9,1.94,1.04,0.0,0.0,0.45,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.34,1.04,0.9,0.0,1.04,1.19,13.06,0.15,1.04,0.45,0.6,2.09,4.03,2.09,0.0,54.93,4.18,24.03,26.27,6.12,1.79,54.93,0.15,0.45,4.97,0.6,0.3,28.51,0.3
Jerry Yates, ENG,Blackpool,FW,24.0,Championship,39,23.0,2059,22.9,0.35,0.13,0.22,0.13,0.13,0.17,0.0,0.31,0.23,11.62,16.24,3.12,149.17,33.62,7.07,9.21,3.35,2.79,0.66,1.27,2.26,0.96,0.7,0.52,0.0,1.09,0.52,1.64,0.01,0.02,0.73,0.0,0.01,0.04,-0.01,16.11,0.09,0.0,0.13,0.13,0.26,0.0,0.09,0.04,0.48,1.97,1.22,0.0,0.17,0.31,0.26,0.0,0.22,0.13,0.0,0.04,0.04,0.0,0.0,0.7,0.44,0.13,0.35,0.22,0.26,1.09,1.05,0.83,0.66,0.0,0.66,0.26,0.96,0.17,0.0,25.11,0.44,2.71,9.61,13.1,3.32,24.98,0.96,1.66,2.53,2.79,1.18,16.38,4.37
Jerónimo Rodríguez, MEX,UNAM,"DF,MF",22.0,Liga MX,19,16.0,1313,14.6,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.07,24.52,35.21,4.77,402.19,195.89,12.74,15.0,5.82,9.66,1.85,4.59,2.76,0.68,1.99,1.1,0.48,2.88,0.21,2.57,0.01,0.02,1.25,0.0,0.01,0.0,0.0,26.64,8.36,0.62,0.07,0.14,1.85,0.0,7.67,0.21,0.75,1.58,1.03,0.34,0.07,0.0,0.0,0.14,0.07,0.0,0.07,0.0,0.0,0.0,0.0,2.05,1.64,1.03,0.55,0.48,1.44,2.26,4.36,0.82,1.58,0.55,1.03,1.03,3.08,2.88,0.0,46.64,2.95,14.79,20.82,11.23,0.89,46.64,0.34,0.62,3.81,1.44,0.41,21.37,2.33
Jesper Karlsson, SWE,AZ Alkmaar,FW,23.0,Eredivisie,34,34.0,2906,32.3,0.46,0.37,0.31,0.15,0.15,0.09,0.0,0.39,0.27,31.08,44.21,2.18,524.58,152.51,15.45,18.27,2.62,11.49,3.1,7.12,1.35,2.23,1.76,2.97,0.84,3.96,1.46,1.4,0.0,0.01,0.65,0.31,0.0,0.07,0.04,39.07,5.02,0.99,0.09,0.5,6.5,0.12,0.68,0.12,1.39,4.33,2.88,0.71,0.28,0.28,0.12,0.06,0.71,0.46,0.12,0.09,0.03,0.0,0.0,0.84,0.53,0.22,0.31,0.31,0.46,1.36,1.06,0.9,0.5,0.06,0.43,0.34,1.18,0.31,0.0,53.99,0.31,3.93,19.85,30.8,4.33,53.84,1.49,3.0,1.53,2.32,1.27,40.53,7.0
Jesper Lindstrøm,DEN,Eint Frankfurt,"MF,FW",21.0,Bundesliga,29,26.0,1976,22.0,0.23,0.18,0.23,0.0,0.0,0.0,0.0,0.37,0.37,18.77,26.68,3.2,271.59,71.82,10.18,12.77,3.62,5.73,1.32,2.64,2.27,2.14,1.18,0.73,0.27,1.45,0.82,1.51,0.0,0.01,0.78,0.14,0.01,-0.15,-0.15,24.64,2.05,0.45,0.05,0.18,2.45,0.0,0.36,0.0,0.82,4.05,2.64,0.5,0.45,0.32,0.14,0.0,0.36,0.23,0.09,0.0,0.05,0.0,0.0,1.27,0.59,0.27,0.59,0.41,0.55,1.64,1.51,1.09,1.36,0.0,1.36,1.09,2.36,0.5,0.05,41.45,0.45,4.27,17.0,20.73,4.23,41.45,1.5,3.23,2.11,3.82,1.45,26.18,5.82
Jesse Bosch, NED,Twente,MF,21.0,Eredivisie,26,7.0,877,9.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.13,30.93,42.68,7.47,455.36,100.52,16.49,20.62,8.25,10.82,1.44,3.92,3.79,0.72,2.27,0.41,0.0,1.24,0.21,2.95,0.01,0.05,2.24,0.0,0.02,-0.03,-0.03,41.96,0.62,0.31,0.41,0.1,0.21,0.0,0.1,0.1,0.93,2.06,1.44,0.0,0.1,0.0,0.1,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.06,1.03,0.52,1.34,0.21,0.62,2.16,2.95,1.55,1.13,0.1,1.03,1.86,3.92,2.47,0.0,56.08,3.71,12.89,31.13,12.68,1.03,56.08,0.93,1.86,5.15,2.37,0.31,29.79,1.96
Jesse Lingard,ENG,Manchester Utd,"FW,MF",28.0,Premier League,16,2.0,367,4.1,0.49,0.0,0.49,0.0,0.0,0.24,0.0,0.17,0.17,31.22,37.32,20.41,373.9,93.17,18.29,20.73,21.51,8.05,0.0,0.98,0.0,1.95,2.68,0.49,0.0,1.71,1.46,18.29,0.06,0.08,4.54,0.0,0.02,0.32,0.32,37.07,0.24,0.0,0.49,0.0,1.95,0.0,0.0,0.0,0.49,3.9,3.17,0.0,0.0,0.49,0.24,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,2.2,1.71,0.98,0.73,0.49,0.49,1.46,8.12,0.98,0.98,0.0,0.98,0.0,2.2,0.24,0.0,48.54,0.49,4.39,21.46,22.68,1.95,48.54,0.49,1.46,8.12,2.93,1.22,37.07,3.66
Jesse Zamudio, MEX,León,"MF,FW",22.0,Liga MX,3,0.0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,40.0,50.0,200.0,1072.5,300.0,10.0,15.0,166.75,12.5,17.5,20.0,218.75,5.0,10.0,0.0,0.0,10.0,2.5,125.0,0.0,0.0,16.0,0.0,0.6,-1.25,-1.25,47.5,2.5,0.0,0.0,5.0,2.5,0.0,0.0,0.0,2.5,12.5,5.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,5.0,5.0,0.0,0.0,57.5,0.0,5.0,32.5,22.5,10.0,57.5,2.5,2.5,250.0,0.0,2.5,47.5,5.0
Jessic Ngankam,GER,Greuther Fürth,FW,21.0,Bundesliga,6,4.0,341,3.8,0.53,0.26,0.53,0.0,0.0,0.0,0.0,0.55,0.55,6.58,11.84,14.63,88.95,12.11,3.68,5.0,19.39,2.63,0.0,0.26,0.0,0.26,0.79,0.0,0.0,0.0,1.32,14.63,0.06,0.11,3.5,0.0,0.06,-0.03,-0.03,10.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.26,0.79,0.26,0.0,0.26,0.26,0.0,0.0,0.53,0.26,0.0,0.0,0.26,0.0,0.0,0.79,0.26,0.26,0.26,0.26,0.26,0.53,13.16,0.26,0.79,0.0,0.79,0.0,0.79,0.26,0.0,23.42,0.26,0.79,12.89,10.26,4.47,23.42,1.05,2.37,11.68,4.21,1.32,16.32,2.63
Jessy Moulin,FRA,Troyes,GK,35.0,Ligue 1,7,7.0,630,7.0,0.0,0.0,0.0,0.0,0.0,0.43,0.14,0.0,0.0,23.43,34.14,9.8,627.86,434.71,5.43,5.43,14.29,9.57,8.0,18.57,6.16,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,14.86,4.14,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,1.0,0.0,37.14,33.29,37.14,0.0,0.0,0.0,37.14,0.0,0.0,0.0,0.14,0.0,10.43,0.0
Jesuran Rak Sakyi,ENG,Crystal Palace,"FW,MF",18.0,Premier League,2,1.0,80,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44,28.89,94.0,273.33,35.56,18.89,18.89,111.11,2.22,1.11,1.11,111.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,2.22,2.22,0.0,0.0,2.22,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,3.33,0.0,3.33,1.11,1.11,0.0,0.0,45.56,1.11,6.67,23.33,15.56,1.11,45.56,0.0,2.22,0.0,3.33,2.22,28.89,3.33
Jesus Vazquez,ESP,Valencia,DF,18.0,La Liga,15,8.0,813,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,27.67,38.67,7.96,376.33,148.56,16.56,18.78,9.8,9.0,1.11,2.33,5.29,0.67,1.56,0.56,0.22,1.44,0.11,2.78,0.0,0.0,1.77,0.0,0.02,-0.08,-0.08,28.67,10.0,0.11,0.11,0.0,2.67,0.0,9.89,0.0,2.11,1.89,1.22,0.22,0.22,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.67,1.44,1.11,0.89,0.67,1.11,2.44,5.06,1.33,1.78,0.33,1.44,1.0,3.67,2.11,0.0,51.78,2.78,13.89,21.33,17.78,1.56,51.78,2.78,3.78,8.17,3.22,1.11,23.0,1.89
Jesús Alberto Angulo, MEX,Atlas,DF,23.0,Liga MX,29,28.0,1070,28.0,0.0,0.04,0.0,0.0,0.0,0.14,0.0,0.01,0.01,40.75,49.25,5.87,818.07,339.18,12.82,14.21,6.44,22.93,4.64,8.46,3.96,0.39,4.82,0.36,0.14,3.39,0.04,0.89,0.0,0.0,1.58,0.0,0.0,-0.01,-0.01,43.54,5.64,1.43,0.0,0.39,0.79,0.0,4.11,0.07,0.61,1.46,1.14,0.11,0.07,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.18,1.46,1.11,1.04,0.04,1.14,1.71,4.76,0.57,1.18,0.68,0.5,2.0,4.18,2.29,0.0,59.0,4.21,22.93,32.39,4.54,0.29,59.0,0.39,0.61,4.71,0.57,0.32,33.61,0.14
Jesús Alcantar Rodríguez, MEX,Necaxa,DF,18.0,Liga MX,1,0.0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,43.33,256.33,750.0,363.33,13.33,13.33,333.33,13.33,6.67,16.67,133.33,0.0,6.67,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.67,10.0,0.0,0.0,6.67,6.67,333.33,0.0,0.0,0.0,0.0,6.67,16.67,6.67,0.0,70.0,6.67,50.0,20.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0
Jesús Angulo, MEX,Guadalajara,"MF,FW",24.0,Liga MX,31,27.0,2387,26.5,0.19,0.08,0.19,0.0,0.0,0.04,0.0,0.13,0.13,36.53,44.11,3.12,559.06,145.89,20.68,23.17,3.37,11.21,2.98,4.6,2.45,1.85,3.89,1.25,0.08,3.74,0.57,1.42,0.0,0.01,0.8,0.0,0.0,0.06,0.06,40.83,3.17,1.4,0.3,0.72,1.43,0.0,0.6,0.11,0.98,3.7,2.91,0.23,0.23,0.04,0.26,0.04,0.19,0.15,0.0,0.0,0.0,0.04,0.0,0.98,0.49,0.23,0.53,0.23,0.38,1.17,1.22,0.79,0.45,0.0,0.45,0.26,1.25,0.26,0.0,54.94,0.19,4.42,29.92,21.62,2.08,54.94,1.28,2.72,1.78,3.47,2.75,42.53,4.87
Jesús Areso,ESP,Osasuna,DF,22.0,La Liga,3,2.0,188,2.1,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,23.33,34.76,31.95,430.48,240.0,10.0,11.43,41.67,10.95,2.38,7.14,15.86,0.48,1.9,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,15.71,0.0,0.0,0.0,0.95,0.0,15.71,0.0,0.0,1.9,0.48,0.95,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.95,0.48,0.0,0.0,0.95,0.0,0.95,0.0,0.0,0.0,0.0,1.43,0.95,0.48,42.86,2.86,13.33,18.1,11.43,0.48,42.86,0.0,0.0,0.0,2.38,1.9,12.86,0.95
Jesús Chiquete, MEX,Guadalajara,DF,19.0,Liga MX,6,5.0,488,5.4,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,25.56,35.56,13.31,487.78,232.59,9.63,10.56,16.89,12.41,2.78,7.22,7.13,0.19,1.48,0.19,0.0,1.85,0.0,0.0,0.0,0.0,2.57,0.0,0.01,0.0,0.0,32.41,3.15,0.74,0.0,0.19,0.0,0.0,2.41,0.0,0.37,0.37,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.48,0.74,1.11,0.0,0.37,1.11,6.17,0.74,0.74,0.37,0.37,1.11,2.96,4.63,0.0,46.3,5.19,27.41,17.78,1.3,0.56,46.3,0.19,0.37,9.26,0.74,0.19,23.7,0.19
Jesús Corona, MEX,Porto,"DF,MF",28.0,Primeira Liga,29,15.0,1545,17.2,0.16,0.54,0.16,0.0,0.0,0.39,0.0,0.31000000000000005,0.31000000000000005,91.24,115.58000000000001,24.619999999999997,1437.21,339.23,46.82,53.65,27.01,32.17,8.209999999999999,15.190000000000001,17.1,3.65,5.04,4.5,1.8699999999999999,5.890000000000001,0.7,17.45,0.01,0.05,3.97,0.0,0.060000000000000005,-0.16,-0.16,105.43,9.07,1.09,0.31,1.17,8.22,0.0,7.050000000000001,1.09,1.94,6.98,6.04,0.23,0.39,0.0,0.08,0.23,0.77,0.62,0.0,0.16,0.0,0.0,0.0,1.63,0.77,0.54,1.0899999999999999,0.0,0.46,0.94,15.510000000000002,0.46,0.78,0.0,0.78,2.25,3.88,1.17,0.0,134.88,1.17,20.15,57.519999999999996,57.75,6.4399999999999995,134.88,2.4,5.74,12.65,5.35,3.65,103.41,10.39
Jesús Daniel Bueno, VEN,Philadelphia,MF,22.0,MLS,1,0.0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,714.0,730.0,130.0,30.0,50.0,600.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,20.0,500.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,110.0,20.0,50.0,30.0,30.0,0.0,110.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0
Jesús David Murillo Largacha, COL,Los Angeles FC,DF,27.0,MLS,29,27.0,2339,26.0,0.08,0.12,0.08,0.0,0.0,0.35,0.0,0.08,0.08,36.62,45.35,3.1,748.19,294.5,11.62,13.08,3.42,20.08,4.62,8.65,2.05,0.15,2.62,0.23,0.04,2.27,0.15,0.96,0.0,0.02,0.42,0.0,0.0,0.0,0.0,43.38,1.88,1.73,0.0,0.38,0.08,0.0,0.15,0.08,0.46,0.46,0.35,0.0,0.0,0.08,0.0,0.04,0.15,0.12,0.0,0.0,0.04,0.0,0.0,1.77,1.27,1.35,0.31,0.12,1.19,1.69,2.71,0.5,1.27,0.46,0.81,1.46,3.23,4.42,0.0,56.46,7.46,31.23,23.65,1.88,1.0,56.46,0.35,0.5,2.66,0.31,0.19,33.85,0.35
Jesús Dueñas, MEX,UANL,"DF,MF",32.0,Liga MX,24,15.0,1289,14.3,0.0,0.14,0.0,0.0,0.0,0.21,0.0,0.05,0.05,45.31,53.29,5.94,756.64,242.8,22.87,24.34,6.57,17.34,3.92,7.27,3.76,0.63,3.43,0.98,0.49,2.8,0.21,2.33,0.0,0.0,1.01,0.0,0.01,-0.05,-0.05,44.34,8.95,0.84,0.0,0.42,2.24,0.0,8.11,0.0,0.7,2.03,1.68,0.07,0.0,0.21,0.07,0.0,0.42,0.28,0.0,0.0,0.14,0.0,0.0,1.12,0.56,0.56,0.42,0.14,0.56,1.68,2.33,1.12,0.77,0.28,0.49,0.98,2.1,1.12,0.0,59.93,1.61,12.8,31.47,16.15,1.4,59.93,0.28,0.84,2.33,0.77,0.07,38.11,3.01
Jesús Eduardo Zavala, MEX,Mazatlán,"DF,MF",34.0,Liga MX,14,5.0,453,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.02,0.02,24.8,30.0,16.54,499.8,170.2,6.8,7.6,17.9,15.0,2.8,5.4,10.38,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.52,0.0,0.01,-0.02,-0.02,28.2,1.8,1.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6,1.0,0.2,0.0,0.8,1.0,16.0,0.2,1.2,0.6,0.6,1.8,3.0,4.2,0.0,40.4,8.2,24.2,15.8,0.8,0.6,40.4,0.0,0.0,0.0,0.4,0.0,19.6,0.0
